// Monster Database
//
// Structure of Database :
// ID,Sprite_Name,kROName,iROName,LV,HP,SP,EXP,JEXP,Range1,ATK1,ATK2,DEF,MDEF,STR,AGI,VIT,INT,DEX,LUK,Range2,Range3,Scale,Race,Element,Mode,Speed,aDelay,aMotion,dMotion,MEXP,MVP1id,MVP1per,MVP2id,MVP2per,MVP3id,MVP3per,Drop1id,Drop1per,Drop2id,Drop2per,Drop3id,Drop3per,Drop4id,Drop4per,Drop5id,Drop5per,Drop6id,Drop6per,Drop7id,Drop7per,Drop8id,Drop8per,Drop9id,Drop9per,DropCardid,DropCardper
// Note: Keep the Sprite_Name field as it is in the game client.

2262,G_GARDEN_WATCHER,Garden Watcher,Garden Watcher,1,50,0,0,0,1,7,10,0,5,1,1,1,1,6,30,10,12,1,3,21,0x83,400,1872,672,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2263,I_WISH_MAIDEN,Wish Maiden,Wish Maiden,1,50,0,0,0,1,7,10,0,5,1,1,1,1,6,30,10,12,1,3,21,0x83,400,1872,672,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2264,I_ARMAIA,Armaia,Armeyer Dinze,1,50,0,0,0,1,7,10,0,5,1,1,1,1,6,30,10,12,1,3,21,0x83,400,1872,672,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2265,I_ARMAIA_,Armaia,Armeyer Dinze,1,50,0,0,0,1,7,10,0,5,1,1,1,1,6,30,10,12,1,3,21,0x83,400,1872,672,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2266,I_EREND,Erend,Errende Ebecee,1,50,0,0,0,1,7,10,0,5,1,1,1,1,6,30,10,12,1,3,21,0x83,400,1872,672,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2267,I_EREND_,Erend,Errende Ebecee,1,50,0,0,0,1,7,10,0,5,1,1,1,1,6,30,10,12,1,3,21,0x83,400,1872,672,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2268,I_KAVAC,Kavac,Kavach Icarus,1,50,0,0,0,1,7,10,0,5,1,1,1,1,6,30,10,12,1,3,21,0x83,400,1872,672,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2269,I_KAVAC_,Kavac,Kavach Icarus,1,50,0,0,0,1,7,10,0,5,1,1,1,1,6,30,10,12,1,3,21,0x83,400,1872,672,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2270,I_RAWREL,Rawrel,Laurell Weinder,1,50,0,0,0,1,7,10,0,5,1,1,1,1,6,30,10,12,1,3,21,0x83,400,1872,672,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2271,I_RAWREL_,Rawrel,Laurell Weinder,1,50,0,0,0,1,7,10,0,5,1,1,1,1,6,30,10,12,1,3,21,0x83,400,1872,672,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2272,I_WHIKEBAIN,Whikebain,Wickebine Tres,1,50,0,0,0,1,7,10,0,5,1,1,1,1,6,30,10,12,1,3,21,0x83,400,1872,672,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2273,I_WHIKEBAIN_,Whikebain,Wickebine Tres,1,50,0,0,0,1,7,10,0,5,1,1,1,1,6,30,10,12,1,3,21,0x83,400,1872,672,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2274,I_YGNIZEM,Ygnizem,Egnigem Cenia,1,50,0,0,0,1,7,10,0,5,1,1,1,1,6,30,10,12,1,3,21,0x83,400,1872,672,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2275,I_YGNIZEM_,Ygnizem,Egnigem Cenia,1,50,0,0,0,1,7,10,0,5,1,1,1,1,6,30,10,12,1,3,21,0x83,400,1872,672,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2276,I_DOPPELGANGER,Doppelganger,Doppelganger,1,50,0,0,0,1,7,10,0,5,1,1,1,1,6,30,10,12,1,3,21,0x83,400,1872,672,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2277,G_LORA,Lora,Warrior Laura,136,500255,1,0,0,2,1985,1701,224,58,144,92,86,69,149,68,10,12,0,7,43,0x2003695,130,1600,432,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2278,G_ELVIRA,Elvira,Elvira,138,501765,1,0,0,3,699,2101,171,68,189,105,92,85,198,72,10,12,0,0,64,0x2003695,120,880,1224,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2279,G_SOHEON,Soheon,Samurai Soheon,137,502015,1,0,0,2,1591,1036,210,178,118,244,98,126,246,102,10,12,1,7,64,0x2003695,120,1000,1008,432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2280,G_RUDO,Rudo,Rudo,135,501489,1,0,0,1,1401,1501,196,96,106,65,61,42,125,72,10,12,0,8,66,0x2003695,120,1576,504,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2281,GLD_DARK_SHADOW,Abysmal Dark Shadow,Dark Shadow,147,204109,1,11500,10100,1,1653,1621,140,44,155,126,89,108,213,76,10,12,0,0,47,0x2003695,220,768,1776,648,0,0,0,0,0,0,0,7205,2500,2609,500,13038,3,6089,500,2783,1,12676,2,1385,2,0,0,0,0,4449,1
2282,GLD_DARK_FRAME,Abysmal Dark Frame,Dark Frame,145,180018,1,10101,10003,1,1850,1601,81,37,69,37,36,10,64,5,10,12,1,6,67,0x2003695,200,920,720,200,0,0,0,0,0,0,0,7054,2328,734,500,2505,15,1587,1,12676,50,1000,40,747,2,0,0,0,0,4170,1
2283,GLD_DARK_PRIEST,Abysmal Dark Priest,Dark Priest,141,181878,0,10548,10801,2,1326,1651,62,41,5,60,41,89,94,42,10,12,1,6,89,0x2003695,200,864,1252,476,0,0,0,0,0,0,0,1586,1,2898,1,12680,2,716,225,1009,1,2319,3,7005,1500,0,0,0,0,4171,1
2284,GLD_KOBOLD_1,Abysmal Kobold,Dark Axe Kobold,145,194830,1,11040,10730,1,1851,201,103,25,109,76,61,53,98,30,10,12,1,7,44,0x2003695,150,1028,528,360,0,0,0,0,0,0,0,999,50,1034,2668,912,350,985,13,1396,1,12679,2,0,0,0,0,0,0,4091,1
2285,GLD_KOBOLD_2,Abysmal Kobold,Dark Hammer Kobold,142,181340,1,10360,10150,1,1401,133,117,59,96,61,55,48,95,20,10,12,1,7,45,0x2003695,200,1528,528,360,0,0,0,0,0,0,0,999,50,1034,2668,912,350,985,13,1396,1,12679,2,0,0,0,0,0,0,4091,1
2286,GLD_KOBOLD_3,Abysmal Kobold,Dark Mace Kobold,141,182830,1,10120,10300,1,1301,134,109,48,103,64,59,42,80,20,10,12,1,7,43,0x2003695,300,1228,528,360,0,0,0,0,0,0,0,999,50,1034,2668,912,350,985,13,1436,1,12679,2,0,0,0,0,0,0,4091,1
2287,GLD_KOBOLD_ARCHER,Abysmal Kobold Archer,Dark Kobold Archer,142,180530,1,10570,10100,9,1504,121,84,5,99,39,48,30,124,25,10,12,0,7,23,0x2003695,200,1008,1008,384,0,0,0,0,0,0,0,912,125,999,30,1034,2425,5118,25,12676,5,18114,5,756,40,0,0,0,0,4292,1
2288,GLD_TREASURE,Treasure Chest,Treasure Chest,140,5,0,0,0,1,0,0,100,0,0,0,0,0,1199,0,0,0,0,0,26,0x6200000,0,0,0,0,0,0,0,0,0,0,0,11547,2000,11503,1000,11504,1000,12675,50,7444,50,12680,50,11547,2000,1661,10,0,0,0,0

// Additional Monsters
2289,E_FABRE,Fabre,Fabre,1,50,0,0,0,1,7,10,0,5,1,1,1,1,6,30,10,12,1,3,21,0x83,400,1872,672,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2290,J_THIEF_BUG,Thief Bug,Thief Bug,1,50,0,0,0,1,7,10,0,5,1,1,1,1,6,30,10,12,1,3,21,0x83,400,1872,672,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2291,E_HORNET,Hornet,Hornet,1,50,0,0,0,1,7,10,0,5,1,1,1,1,6,30,10,12,1,3,21,0x83,400,1872,672,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2292,E_HORN,Horn,Horn,1,50,0,0,0,1,7,10,0,5,1,1,1,1,6,30,10,12,1,3,21,0x83,400,1872,672,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2293,E_KIND_OF_BEETLE,Beetle King,Beetle King,1,50,0,0,0,1,7,10,0,5,1,1,1,1,6,30,10,12,1,3,21,0x83,400,1872,672,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2294,E_ARGIOPE,Argiope,Argiope,1,50,0,0,0,1,7,10,0,5,1,1,1,1,6,30,10,12,1,3,21,0x83,400,1872,672,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2295,E_GIANT_SPIDER,Giant Spider,Giant Spider,1,50,0,0,0,1,7,10,0,5,1,1,1,1,6,30,10,12,1,3,21,0x83,400,1872,672,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2296,E_KILLER_MANTIS,Killer Mantis,Killer Mantis,1,50,0,0,0,1,7,10,0,5,1,1,1,1,6,30,10,12,1,3,21,0x83,400,1872,672,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2297,E_GIANT_HONET,Giant Hornet,Giant Hornet,1,50,0,0,0,1,7,10,0,5,1,1,1,1,6,30,10,12,1,3,21,0x83,400,1872,672,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2298,E_DRAGON_TAIL,Dragon Tail,Dragon Tail,1,50,0,0,0,1,7,10,0,5,1,1,1,1,6,30,10,12,1,3,21,0x83,400,1872,672,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2299,E_STAINER,Stainer,Stainer,1,50,0,0,0,1,7,10,0,5,1,1,1,1,6,30,10,12,1,3,21,0x83,400,1872,672,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2300,E_CHONCHON,Chonchon,Chonchon,1,50,0,0,0,1,7,10,0,5,1,1,1,1,6,30,10,12,1,3,21,0x83,400,1872,672,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2301,E_STEEL_CHONCHON,Steel Chonchon,Steel Chonchon,1,50,0,0,0,1,7,10,0,5,1,1,1,1,6,30,10,12,1,3,21,0x83,400,1872,672,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2302,E_HUNTER_FLY,Hunter Fly,Hunter Fly,1,50,0,0,0,1,7,10,0,5,1,1,1,1,6,30,10,12,1,3,21,0x83,400,1872,672,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2303,E_MAYA,Maya,Maya,1,50,0,0,0,1,7,10,0,5,1,1,1,1,6,30,10,12,1,3,21,0x83,400,1872,672,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2304,E_QUEEN_SCARABA,Queen Scaraba,Queen Scaraba,1,50,0,0,0,1,7,10,0,5,1,1,1,1,6,30,10,12,1,3,21,0x83,400,1872,672,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2305,E_UNGOLIANT,Ungoliant,Ungoliant,1,50,0,0,0,1,7,10,0,5,1,1,1,1,6,30,10,12,1,3,21,0x83,400,1872,672,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2306,E_GOLDEN_BUG,Golden Thief Bug,Golden Thief Bug,12,15,0,0,0,1,1,1,1,1,1,1,1,1,1,1,10,12,2,4,43,0x83,100,768,768,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2307,J_MISTRESS,Mistress,Mistress,1,50,0,0,0,1,7,10,0,5,1,1,1,1,6,30,10,12,1,3,21,0x83,400,1872,672,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2308,KO_ZANZOU,Zanzou,Zanzou,140,5,0,0,0,1,0,0,100,0,0,0,0,0,1199,0,10,12,0,0,26,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

// Malaya Port
2309,BUNGISNGIS,Bungisngis,Bungisngis,121,25513,0,1940,1650,1,851,151,115,35,71,32,61,30,74,19,10,12,2,7,42,0x2003695,200,1568,432,360,0,0,0,0,0,0,0,7054,1000,6511,1000,985,10,12700,100,0,0,0,0,0,0,0,0,0,0,4582,1
2310,ENGKANTO,Engkanto,Engkanto,125,23948,1,1723,1547,1,675,124,101,41,68,57,49,57,81,27,10,12,1,7,40,0x2003695,200,1424,576,360,0,0,0,0,0,0,0,7054,1000,6511,1000,528,1000,12700,100,0,0,0,0,0,0,0,0,0,0,4583,1
2311,MANANANGGAL,Manananggal,Manananggal,107,20451,1,1415,1410,1,801,103,64,31,75,85,45,71,75,46,10,12,1,6,47,0x2003695,100,280,720,360,0,0,0,0,0,0,0,6508,2000,6510,1000,7006,1000,913,1000,6511,1000,6509,1000,12700,100,0,0,0,0,4584,1
2312,MANGKUKULAM,Mangkukulam,Mangkukulam,110,20151,1,1517,1351,1,582,196,89,75,35,71,31,82,64,52,10,12,1,6,40,0x2003695,150,1664,336,480,0,0,0,0,0,0,0,7054,1000,6510,1000,7071,1000,6511,1000,6509,1000,12700,100,0,0,0,0,0,0,4585,1
2313,TIKBALANG,Tikbalang,Tikbalang,115,22131,1,1756,1351,1,781,115,84,34,71,52,84,44,64,46,10,12,2,2,64,0x2003695,130,1064,936,360,0,0,0,0,0,0,0,6496,500,984,10,12700,100,0,0,0,0,0,0,0,0,0,0,0,0,4586,1
2314,TIYANAK,Tiyanak,Tiyanak,105,17146,1,1314,1101,1,457,251,76,21,41,58,41,51,72,47,10,12,0,6,47,0x2003695,100,496,504,360,0,0,0,0,0,0,0,6508,1500,0,0,6509,1000,938,1000,0,0,0,0,0,0,0,0,0,0,4587,1
2315,WAKWAK,Wakwak,Wakwak,111,20012,1,1374,1254,1,561,301,24,71,54,75,64,65,77,31,10,12,0,6,47,0x2003695,100,424,576,360,0,0,0,0,0,0,0,6508,1500,6509,1000,12700,200,0,0,0,0,0,0,0,0,0,0,0,0,4588,1
2316,JEJELING,Jejeling,Jejeling,100,10247,1,801,741,1,450,715,100,26,51,71,84,54,15,104,10,12,2,3,42,0x81,400,1328,672,480,0,0,0,0,0,0,0,6498,2000,909,1000,6511,100,6510,100,6509,100,12700,100,0,0,0,0,0,0,4589,1
2317,BANGUNGOT_1,Bangungot,Bangungot,115,1519517,1,0,0,1,2561,1504,411,95,151,192,110,112,251,57,10,12,1,6,47,0x6203695,200,920,1080,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2318,BANGUNGOT_2,Bangungot,Bangungot,99,1409758,1,0,0,1,2561,1504,411,95,151,192,110,112,251,57,10,12,1,6,47,0x4370000,2000,920,1080,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2319,BUWAYA,Buwaya,Buwaya,151,4090365,1,3000012,2801564,1,3614,3501,201,78,151,201,130,231,310,66,10,12,2,9,81,0x6283695,100,1424,576,360,1500006,607,5500,617,2250,616,450,6518,2000,6525,50,6499,2000,2590,1000,2169,100,6499,10000,0,0,0,0,0,0,4592,1
2320,BAKONAWA_1,Bakonawa,Bakonawa,156,3351884,1,0,0,10,4801,2501,472,0,251,134,194,70,237,66,10,12,2,9,81,0x6200084,2000,440,672,432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2321,BAKONAWA_2,Bakonawa,Bakonawa,156,3351884,1,0,0,10,4801,2501,472,0,251,134,194,70,237,66,10,12,2,9,81,0x6200084,2000,440,672,432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2322,BAKONAWA_3,Bakonawa,Bakonawa,156,3351884,1,2510111,2345151,10,4801,2501,472,0,251,134,194,70,237,66,10,12,2,9,81,0x6200084,2000,440,672,432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2323,EVENT_BOMB,Bomb Poring,Bomb Poring,100,50000,1,0,0,1,120,200,160,99,1,28,28,0,33,50,10,12,0,0,20,0x308D,200,1672,672,480,0,0,0,0,0,0,0,664,1000,665,1000,666,1000,667,1000,0,0,0,0,0,0,0,0,0,0,0,0
2324,EVENT_RANGE,Penomena,Penomena,100,50000,1,0,0,7,481,41,160,99,76,38,35,35,107,10,10,12,1,5,25,0x3695,200,832,500,600,0,0,0,0,0,0,0,664,1000,665,1000,666,1000,667,1000,0,0,0,0,0,0,0,0,0,0,0,0
2325,M_BAPHOMET_,Baphomet,Baphomet,57,7510,204,0,0,1,810,145,70,40,52,60,36,17,57,25,10,12,0,6,27,0x6203695,100,868,480,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2326,M_GALAPAGO,Galapago,Galapago,45,7513,201,0,0,1,760,155,70,40,30,28,29,18,30,16,10,12,0,2,22,0x6203695,165,1430,1080,1080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2327,BANGUNGOT_3,Bangungot,Bangungot,115,250,1,1563082,1522402,1,2561,1504,411,95,151,192,110,112,251,57,10,12,1,6,47,0x4370000,2000,0,0,0,0,0,0,0,0,0,0,6517,4000,6524,2000,6499,4000,2491,2000,2169,200,0,0,6499,10000,0,0,0,0,4590,1
2328,MA_DRUM,Drum,Drum,1,200,0,0,0,1,1,1,100,99,0,0,0,0,0,0,10,12,0,0,20,0x170000,2000,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2329,BUWAYA_EGG,Buwaya's Egg,Buwaya's Egg,100,10000,1,0,0,0,1,1,90,90,1,1,1,1,1,1,10,12,0,0,60,0x0,2000,1001,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2330,BUWAYA_SLAVE,Buwaya's Slave,Slave,135,20145,1,0,0,1,2413,2041,105,71,151,120,110,102,143,61,10,12,0,3,22,0x2003695,200,576,960,504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2331,MA_SEAW,Seaweed,Seaweed,100,10,1,0,0,1,1,1,1,1,1,1,1,1,1,1,10,12,0,5,21,0x2170084,2000,384,720,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2332,BUWAYA_GHOST,Fake Buwaya,Buwaya,138,30000,1,0,0,1,1280,1252,481,78,201,248,174,112,371,57,10,12,0,3,81,0x6203695,100,1424,576,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2333,BUWAYA_WEAK,Buwaya's Weakness,Weakpoint,138,20,1,0,0,1,0,1,100,78,0,0,0,0,0,0,10,12,0,3,81,0x4370000,2000,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2334,G_WAKWAK,Wakwak,Wakwak,145,194830,1,0,0,1,1544,3171,24,104,101,154,104,184,151,71,10,12,0,6,47,0x83,100,424,576,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2335,MA_TREASURE,Treasure Chest,Bakonawa's Treasure,140,5,0,0,0,1,0,0,100,0,0,0,0,0,1199,0,10,12,0,0,26,0x6200000,0,0,0,0,0,0,0,0,0,0,0,6516,2000,6523,50,6499,2000,15051,1000,2169,100,969,2000,6499,10000,0,0,0,0,4591,1
2336,DOMOVOI,Domovoi,Domovoi,38,898,1,135,152,1,63,11,40,0,20,11,34,20,19,10,10,12,0,2,22,0x83,200,800,1200,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2337,HIDDEN_MOB,Hidden Mob,Monster,151,10000,200,0,0,7,0,1000,200,10,200,200,200,200,200,200,12,12,0,4,88,0x2170084,2000,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2338,MD_MANANANGGAL,Bangungot Manananggal,Manananggal,107,204511,1,0,0,1,801,103,64,31,75,85,45,71,75,46,10,12,1,6,47,0x2003695,100,280,720,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2339,MD_MANGKUKULAM,Bangungot Mangkukulam,Mangkukulam,110,102154,1,0,0,1,582,196,89,75,35,71,31,82,64,52,10,12,1,6,40,0x2003695,150,1664,336,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2340,MD_TIYANAK,Tiyanak,Tiyanak,105,50211,1,0,0,1,457,251,76,21,41,58,41,51,72,47,10,12,0,6,47,0x2003695,100,496,504,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2341,RWC_BOSS2011,RWC Boss,2011 RWC Boss,141,3205000,1,1300000,1100000,3,7343,4412,588,506,196,131,125,276,401,156,10,12,2,8,86,0x6283695,100,576,576,480,650000,12246,5000,12246,5000,12246,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

// Additional Mercenary Monsters
2342,MER_DIABOLIC,Diabolic,Diabolic,83,9815,234,0,0,2,1100,200,60,60,85,90,71,43,85,105,10,12,0,6,47,0x6203695,150,1080,780,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2343,HIDDEN_MOB_W,Hidden Mob,Hidden Mob,151,10000,200,0,0,7,0,1000,200,10,200,200,200,200,200,200,12,12,0,4,88,0x2170084,2000,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2344,MER_WISH_MAIDEN,Wish Maiden,Wish Maiden,83,9815,234,0,0,2,1100,200,60,60,85,90,71,43,85,105,10,12,0,6,47,0x83,150,1080,780,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2345,MER_ZHERLTHSH,Zherlthsh,Zealotus,83,9815,234,0,0,2,1100,200,60,60,85,90,71,43,85,105,10,12,0,6,47,0x6203695,150,1080,780,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2346,MER_KTULLANUX,Ktullanux,Ktullanux,83,9815,234,0,0,2,1100,200,60,60,85,90,71,43,85,105,10,12,0,6,47,0x6203695,150,1080,780,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2347,MER_EDDGA,Eddga,Eddga,83,9815,234,0,0,2,1100,200,60,60,85,90,71,43,85,105,10,12,0,6,47,0x6203695,150,1080,780,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2348,MER_CIVIL_SERVANT,Civil Servant,Mao Guai,83,9815,234,0,0,2,1100,200,60,60,85,90,71,43,85,105,10,12,0,6,47,0x6203695,150,1080,780,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2349,MER_LOLI_RURI,Loli Ruri,Loli Ruri,83,9815,234,0,0,2,1100,200,60,60,85,90,71,43,85,105,10,12,0,6,47,0x6203695,150,1080,780,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2350,MER_SEDORA,Sedora,Sedora,83,9815,234,0,0,2,1100,200,60,60,85,90,71,43,85,105,10,12,0,6,47,0x6203695,150,1080,780,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2351,MER_CHEPET,Chepet,Chepet,83,9815,234,0,0,2,1100,200,60,60,85,90,71,43,85,105,10,12,0,6,47,0x6203695,150,1080,780,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

2352,E_RSX_0805,RSX 0805,RSX 0805,1,50,0,0,0,1,7,10,0,5,1,1,1,1,6,30,10,12,1,3,21,0x83,400,1872,672,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

// Nightmare Pyramids
2353,N_MINOROUS,Nightmare Minorous,Minorous (Nightmare),121,27141,1,2201,1910,1,853,154,131,41,71,47,51,51,81,30,10,12,2,2,43,0x2003695,200,1360,960,432,0,0,0,0,0,0,0,941,5000,756,200,1361,2,1005,10,6254,100,0,0,568,300,0,0,0,0,4655,1
2354,N_MUMMY,Nightmare Mummy,Mummy (Nightmare),117,22557,1,2150,1621,1,761,192,110,21,61,5,21,1,72,0,10,12,1,1,49,0x2003695,300,1772,72,384,0,0,0,0,0,0,0,930,9000,756,100,934,500,2604,2,2611,10,525,250,508,1000,0,0,0,0,4656,1
2355,N_VERIT,Nightmare Verit,Verit (Nightmare),115,21034,1,2074,1571,1,623,142,82,20,57,7,31,15,7,7,10,12,1,1,29,0x2003695,250,2468,768,480,0,0,0,0,0,0,0,929,9000,912,700,930,1100,509,600,2609,2,2612,200,639,20,0,0,0,0,4658,1
2356,N_MIMIC,Nightmare Mimic,Mimic (Nightmare),137,63101,1,3201,2704,1,1345,413,210,40,71,180,35,21,61,0,10,12,1,0,60,0x2003695,100,972,500,288,0,0,0,0,0,0,0,617,6,603,50,1065,1200,7938,1000,2626,2,757,270,0,0,0,0,0,0,4654,1
2357,G_N_MIMIC,Nightmare Mimic,Mimic (Nightmare),137,63101,1,0,0,1,1345,413,210,40,71,180,35,21,61,0,10,12,1,0,60,0x2003695,100,972,500,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
